p_rel,v_rel,T_0,target,exp_a,exp_b,exp_c,exp_d,exp_e,exp_f,exp_g,exp_h,exp_i,exp_j,exp_k,exp_l,exp_m,exp_n
1.4291,1.250,65.7,0.08831,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4289,1.250,80.9,0.08511,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4292,1.250,83.3,0.08407,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4292,1.250,87.5,0.08370,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4296,1.250,93.7,0.08288,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.4294,1.249,96.1,0.08262,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7135,0.262,25.8,0.10155,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7139,0.262,29.8,0.10016,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7135,0.262,30.6,0.09926,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7136,0.262,31.3,0.09882,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7136,0.262,31.0,0.09867,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7137,0.262,31.3,0.09866,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7120,1.250,75.4,0.08562,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7117,1.250,92.6,0.08261,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7124,1.250,101.8,0.08153,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7117,1.250,109.1,0.08096,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7122,1.250,110.9,0.08251,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7120,1.250,111.1,0.08041,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.2854,0.709,19.8,0.11952,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,20.9,0.11844,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,22.2,0.11826,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,23.8,0.11826,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2862,0.708,22.2,0.11830,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2862,0.709,22.5,0.11836,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,27.8,0.11822,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2859,1.780,33.5,0.11635,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2859,1.780,36.2,0.11558,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2859,1.779,37.2,0.11529,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,38.1,0.11496,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2860,1.780,39.5,0.11502,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5713,0.709,19.4,0.11667,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5715,0.709,24.2,0.11478,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5716,0.708,26.4,0.11412,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5716,0.709,26.7,0.11411,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5715,0.708,27.8,0.11404,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5723,0.708,28.6,0.11363,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,46.5,0.10902,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,55.5,0.10671,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,60.8,0.10560,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,62.6,0.10481,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,64.6,0.10420,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.5723,1.780,69.6,0.10306,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8566,0.709,28.4,0.11335,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8564,0.708,33.5,0.11111,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8563,0.709,36.4,0.11040,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8566,0.709,37.5,0.11111,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8563,0.709,38.6,0.10932,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8561,0.709,39.5,0.10916,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8567,1.780,68.7,0.10166,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8565,1.780,77.8,0.09934,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8567,1.780,84.6,0.09877,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8568,1.780,91.5,0.09769,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8568,1.780,91.0,0.09774,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.8568,1.780,98.0,0.09752,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1416,0.262,18.5,0.11824,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1417,0.262,21.4,0.11517,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1419,0.262,23.1,0.11608,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1416,0.262,22.9,0.11520,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1413,0.262,22.7,0.11534,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1412,0.262,22.0,0.11517,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1408,1.250,61.5,0.10293,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1406,1.250,76.7,0.09873,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1413,1.250,83.7,0.09867,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1407,1.250,87.7,0.09724,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1409,1.250,89.6,0.09622,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.1410,1.249,90.4,0.09631,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4252,0.262,24.7,0.11604,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4249,0.262,28.0,0.11371,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4251,0.262,29.3,0.11282,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4252,0.262,29.5,0.11281,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4252,0.262,29.3,0.11311,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4252,0.262,29.7,0.11284,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4245,1.250,77.6,0.09809,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4244,1.250,92.1,0.09513,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4245,1.250,96.7,0.09464,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4237,1.250,103.1,0.09576,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4243,1.250,105.1,0.09266,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.4243,1.250,109.5,0.09278,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7083,0.262,28.3,0.11436,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7082,0.262,32.2,0.11198,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7083,0.262,34.2,0.11052,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7081,0.262,34.6,0.11061,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7079,0.262,33.7,0.11002,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7080,0.262,34.0,0.11043,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7074,1.251,81.3,0.09618,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7077,1.250,99.2,0.09318,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7078,1.250,107.3,0.09217,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7075,1.250,116.4,0.09142,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7081,1.250,120.8,0.09066,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.7071,1.250,124.0,0.09122,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0.2863,0.709,12.6,0.09969,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2863,0.709,14.1,0.10035,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2862,0.709,14.7,0.10013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2862,0.709,14.8,0.10003,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2863,0.709,14.7,0.10044,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2862,0.709,14.7,0.09952,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2857,1.779,15.6,0.09047,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2854,1.779,18.7,0.09045,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2856,1.779,19.6,0.09023,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2856,1.779,20.5,0.09008,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2853,1.779,21.2,0.08987,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2855,1.779,21.2,0.08971,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,0.709,11.7,0.09114,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,0.709,14.1,0.09035,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,0.708,15.4,0.08928,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,0.709,15.7,0.08690,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,0.709,15.7,0.08552,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,0.709,15.9,0.08491,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5725,1.780,23.2,0.08448,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,1.779,29.1,0.08344,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,1.779,31.7,0.08263,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5724,1.779,33.3,0.08256,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5723,1.779,34.8,0.08314,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.5722,1.779,35.5,0.08328,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,0.709,16.3,0.09013,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8578,0.709,19.6,0.08812,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,0.709,21.2,0.08666,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,0.709,21.4,0.08486,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,0.709,21.8,0.08391,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,0.709,22.5,0.08465,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,1.780,31.7,0.08205,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,1.779,39.2,0.08015,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,1.779,43.8,0.07951,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8586,1.779,45.8,0.07924,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8587,1.779,47.4,0.07897,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.8585,1.779,49.3,0.07885,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1452,0.262,11.4,0.09210,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1452,0.262,13.0,0.09393,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1451,0.262,13.4,0.09459,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1449,0.261,13.4,0.09429,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1450,0.262,13.4,0.09319,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1450,0.262,12.6,0.09249,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1445,1.249,30.0,0.08103,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1444,1.249,36.6,0.07878,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1443,1.249,40.5,0.07857,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1445,1.250,43.0,0.07865,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1440,1.249,44.5,0.07853,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.1442,1.250,46.1,0.07849,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4297,0.262,13.7,0.09179,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4296,0.262,15.2,0.09213,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4299,0.262,16.5,0.09089,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4300,0.262,16.1,0.08992,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4300,0.262,16.1,0.08939,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4300,0.262,15.9,0.08893,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4289,1.249,34.4,0.07878,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4291,1.249,43.2,0.07600,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4295,1.250,47.4,0.07498,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4296,1.250,50.0,0.07453,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4295,1.250,52.2,0.07420,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.4289,1.249,53.5,0.07414,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7136,0.262,16.7,0.09260,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7133,0.262,18.7,0.09121,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7131,0.262,19.6,0.08975,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7132,0.262,20.0,0.08935,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7130,0.262,19.8,0.08952,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7131,0.262,20.0,0.08952,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7125,1.250,40.3,0.07607,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7125,1.250,49.8,0.07272,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7128,1.250,54.2,0.07161,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7127,1.250,57.1,0.07110,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7126,1.250,59.3,0.07091,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.7127,1.249,61.1,0.07056,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.2861,0.708,12.8,0.10539,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2861,0.708,14.7,0.10497,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2861,0.709,15.2,0.10526,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2861,0.708,15.6,0.10537,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2860,0.709,15.6,0.10529,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2860,0.709,15.6,0.10447,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2855,1.779,16.8,0.09707,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2856,1.779,20.7,0.09710,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2855,1.779,22.2,0.09781,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2856,1.779,23.4,0.09813,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2856,1.779,24.0,0.09885,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2854,1.779,24.5,0.09874,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5712,0.708,13.0,0.09841,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.708,15.9,0.09785,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.708,17.0,0.09863,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.708,18.3,0.09863,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.709,18.8,0.09861,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,0.709,19.0,0.09881,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.779,26.5,0.09446,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.779,33.1,0.09360,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.779,36.6,0.09339,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.779,38.4,0.09237,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.779,39.7,0.09204,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.5723,1.779,41.2,0.09128,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8576,0.709,18.1,0.09711,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8576,0.708,22.5,0.09627,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8568,0.709,25.1,0.09557,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8570,0.709,26.0,0.09522,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8572,0.708,26.7,0.09500,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8573,0.709,27.6,0.09474,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8578,1.779,35.0,0.08928,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8578,1.779,43.8,0.08699,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8581,1.779,48.7,0.08574,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8577,1.779,51.1,0.08498,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8577,1.780,53.3,0.08422,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.8573,1.779,54.9,0.08380,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1410,0.262,12.6,0.09962,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1413,0.262,13.7,0.09774,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1412,0.262,14.8,0.09764,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1416,0.262,14.7,0.09828,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1413,0.262,14.7,0.09831,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1418,0.262,14.7,0.09909,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1406,1.249,33.1,0.08928,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1414,1.249,41.6,0.08650,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1416,1.249,46.0,0.08544,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1413,1.249,48.7,0.08508,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1414,1.250,50.5,0.08496,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.1403,1.249,52.4,0.08493,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4257,0.262,15.2,0.09889,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4257,0.262,17.6,0.09825,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4255,0.262,18.3,0.09810,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4254,0.262,19.0,0.09778,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4252,0.262,18.7,0.09792,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4254,0.262,18.5,0.09810,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4243,1.249,38.6,0.08669,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4248,1.250,49.3,0.08367,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4245,1.250,54.2,0.08193,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4239,1.250,57.1,0.08088,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4238,1.250,59.1,0.08060,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.4240,1.250,61.1,0.08033,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7086,0.262,17.8,0.09776,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7086,0.262,20.3,0.09617,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7085,0.262,21.6,0.09642,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7087,0.262,22.2,0.09593,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7084,0.262,22.7,0.09588,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7086,0.262,22.3,0.09571,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7078,1.250,44.5,0.08361,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7075,1.250,56.4,0.08023,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7076,1.250,62.2,0.07839,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7078,1.251,66.1,0.07735,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7079,1.250,68.5,0.07673,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1.7068,1.250,70.5,0.07640,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0.2863,0.709,14.3,0.10802,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2863,0.709,16.1,0.10529,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2862,0.709,16.7,0.10348,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2862,0.709,16.5,0.10279,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2862,0.709,16.3,0.10167,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2863,0.709,16.1,0.10042,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2857,1.780,17.8,0.09365,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2857,1.780,20.1,0.09120,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2857,1.780,21.8,0.08986,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2856,1.780,22.2,0.08967,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2855,1.780,22.7,0.08901,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.2857,1.780,22.9,0.08916,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.709,12.1,0.09088,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,0.709,14.8,0.08937,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.709,15.8,0.08833,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.709,16.1,0.08745,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,0.709,16.3,0.08709,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,0.709,16.7,0.08671,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,1.780,26.4,0.08388,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5725,1.780,31.9,0.08191,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,1.780,34.4,0.08095,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5724,1.780,36.2,0.08053,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5723,1.780,37.2,0.08011,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.5723,1.780,37.9,0.07985,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8577,0.709,14.8,0.08523,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8577,0.709,19.6,0.08348,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8574,0.709,20.7,0.08254,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,0.709,21.1,0.08203,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8577,0.709,22.2,0.08136,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,0.709,22.3,0.08125,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8586,1.780,35.5,0.07865,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,1.780,42.8,0.07629,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,1.780,47.1,0.07528,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,1.780,49.4,0.07466,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,1.780,50.9,0.07407,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.8585,1.780,52.6,0.07389,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,0.261,9.7,0.08760,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,0.263,11.0,0.08595,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,0.261,11.0,0.08545,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,0.262,10.5,0.08538,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,0.262,10.5,0.08503,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1452,0.262,10.3,0.08516,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1447,1.250,32.2,0.07776,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1445,1.250,40.1,0.07552,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1444,1.250,44.1,0.07470,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1442,1.250,45.6,0.07412,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1442,1.250,47.1,0.07402,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.1437,1.250,48.7,0.07336,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4313,0.262,11.7,0.08646,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4312,0.262,14.1,0.08459,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4312,0.261,14.3,0.08448,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4312,0.261,13.9,0.08444,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4312,0.262,14.1,0.08401,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4312,0.262,14.1,0.08397,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4307,1.250,39.2,0.07589,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4309,1.250,49.8,0.07350,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4309,1.250,53.7,0.07235,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4308,1.249,56.2,0.07183,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4304,1.250,58.4,0.07138,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.4304,1.250,61.0,0.07079,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7177,0.262,14.7,0.08710,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7178,0.262,16.8,0.08569,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7178,0.262,17.8,0.08519,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7177,0.262,18.1,0.08500,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7177,0.262,17.6,0.08502,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7178,0.262,17.2,0.08460,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7175,1.250,46.7,0.07499,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.7175,1.250,59.0,0.07211,0,0,0,0,0,0,1,0,0,0,0,0,0,0
